Unnamed: 0,IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate
83064,0,409,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,GBR,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-06-03
83065,0,19,2017,May,22,28,2.0,4.0,1.0,0.0,0,BB       ,AGO,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,145.0,0,0,Check-Out,2017-06-03
83066,0,409,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,GBR,Groups,TA/TO,0,0,0,A               ,C               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-06-03
83067,0,409,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,DEU,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-06-03
83068,0,409,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,GBR,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-06-03
83069,0,409,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,AUS,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-06-03
83070,0,409,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,AUS,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-06-03
83071,0,123,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,114.0,0,0,Check-Out,2017-06-03
83072,0,33,2017,June,22,1,0.0,2.0,2.0,0.0,0,SC       ,BRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,140.0,0,1,Check-Out,2017-06-03
83073,0,409,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,GBR,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-06-03
83074,0,409,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,GBR,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-06-03
83075,0,409,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,AUS,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        229,       NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-06-03
83076,0,77,2017,May,22,30,0.0,4.0,2.0,0.0,0,BB       ,SRB,Online TA,TA/TO,0,0,0,G               ,G               ,1,No Deposit     ,          7,       NULL,0,Transient,220.4,0,1,Check-Out,2017-06-03
83077,0,23,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,170.0,0,1,Check-Out,2017-06-03
83078,0,104,2017,May,22,30,0.0,4.0,1.0,0.0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         85,       NULL,0,Transient,84.6,0,1,Check-Out,2017-06-03
83079,0,126,2017,May,22,30,0.0,4.0,2.0,0.0,0,BB       ,FRA,Direct,Direct,0,0,0,A               ,A               ,2,No Deposit     ,         14,       NULL,0,Transient,117.0,0,0,Check-Out,2017-06-03
83080,0,104,2017,May,22,30,0.0,4.0,2.0,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         85,       NULL,0,Transient,89.1,0,1,Check-Out,2017-06-03
83081,0,162,2017,May,22,28,2.0,4.0,2.0,0.0,0,BB       ,SWE,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,129.0,0,2,Check-Out,2017-06-03
83082,0,94,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,142.0,0,0,Check-Out,2017-06-03
83083,0,24,2017,June,22,2,0.0,1.0,2.0,1.0,0,BB       ,LUX,Online TA,TA/TO,0,0,0,F               ,F               ,1,No Deposit     ,          9,       NULL,0,Transient,250.0,0,0,Check-Out,2017-06-03
83084,0,147,2017,May,22,29,1.0,4.0,2.0,0.0,0,BB       ,BEL,Direct,Direct,0,0,0,A               ,A               ,2,No Deposit     ,         14,       NULL,0,Transient,135.7,0,3,Check-Out,2017-06-03
83085,0,100,2017,May,21,26,2.0,6.0,2.0,0.0,0,HB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          7,       NULL,0,Transient,135.89,0,0,Check-Out,2017-06-03
83087,0,36,2017,May,22,30,0.0,4.0,2.0,0.0,0,BB       ,ITA,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,135.0,0,0,Check-Out,2017-06-03
83088,0,16,2017,June,22,1,0.0,2.0,2.0,0.0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,130.0,0,1,Check-Out,2017-06-03
83089,0,15,2017,May,22,29,1.0,4.0,2.0,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,158.0,0,1,Check-Out,2017-06-03
83090,0,22,2017,June,22,2,0.0,1.0,2.0,0.0,0,SC       ,POL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,140.0,0,0,Check-Out,2017-06-03
83091,0,16,2017,June,22,2,0.0,1.0,2.0,0.0,0,SC       ,CHN,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,149.0,1,1,Check-Out,2017-06-03
83092,0,24,2017,June,22,2,0.0,1.0,1.0,2.0,0,BB       ,LUX,Online TA,TA/TO,0,0,0,F               ,F               ,2,No Deposit     ,          9,       NULL,0,Transient,250.0,0,0,Check-Out,2017-06-03
83093,0,36,2017,May,22,31,0.0,3.0,2.0,0.0,0,SC       ,ARG,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,146.67,0,2,Check-Out,2017-06-03
83094,0,64,2017,June,22,1,0.0,2.0,2.0,0.0,0,SC       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,106.4,0,0,Check-Out,2017-06-03
83096,0,83,2017,May,21,27,2.0,5.0,2.0,0.0,0,BB       ,TWN,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,155.57,0,1,Check-Out,2017-06-03
83097,0,77,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient-Party,159.0,0,2,Check-Out,2017-06-03
83098,0,25,2017,June,22,2,0.0,1.0,2.0,0.0,0,SC       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient-Party,140.0,0,1,Check-Out,2017-06-03
83099,0,83,2017,May,22,28,2.0,4.0,2.0,0.0,0,BB       ,SWE,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,115.19,0,0,Check-Out,2017-06-03
83100,0,77,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient-Party,159.0,0,2,Check-Out,2017-06-03
83101,0,25,2017,June,22,2,0.0,1.0,2.0,0.0,0,SC       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient-Party,140.0,0,1,Check-Out,2017-06-03
83102,0,99,2017,May,22,30,0.0,4.0,2.0,0.0,0,HB       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          9,       NULL,0,Transient,169.2,0,2,Check-Out,2017-06-03
83103,0,40,2017,June,22,1,0.0,2.0,2.0,0.0,0,SC       ,ITA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,140.0,0,2,Check-Out,2017-06-03
83104,0,99,2017,May,22,30,0.0,4.0,2.0,0.0,0,HB       ,BEL,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,          9,       NULL,0,Transient,205.2,0,2,Check-Out,2017-06-03
83105,0,99,2017,May,22,30,0.0,4.0,3.0,0.0,0,HB       ,BEL,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,          9,       NULL,0,Transient,205.2,0,2,Check-Out,2017-06-03
83106,0,99,2017,May,22,30,0.0,4.0,3.0,0.0,0,HB       ,FRA,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,          9,       NULL,0,Transient,205.2,0,2,Check-Out,2017-06-03
83107,0,124,2017,May,21,27,2.0,5.0,2.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,         86,       NULL,0,Transient,116.49,0,0,Check-Out,2017-06-03
83108,0,82,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,NLD,Online TA,TA/TO,0,0,0,D               ,D               ,2,No Deposit     ,          9,       NULL,0,Transient-Party,189.0,0,2,Check-Out,2017-06-03
83109,0,82,2017,May,22,31,0.0,3.0,3.0,0.0,0,BB       ,NLD,Online TA,TA/TO,0,0,0,D               ,D               ,3,No Deposit     ,          9,       NULL,0,Transient-Party,153.0,0,2,Check-Out,2017-06-03
83110,0,82,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,NLD,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient-Party,153.0,0,2,Check-Out,2017-06-03
83111,0,82,2017,May,22,31,0.0,3.0,2.0,0.0,0,BB       ,NLD,Online TA,TA/TO,0,0,0,D               ,D               ,2,No Deposit     ,          9,       NULL,0,Transient-Party,198.0,0,2,Check-Out,2017-06-03
83112,0,1,2017,June,22,2,0.0,1.0,2.0,0.0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,185.0,0,0,Check-Out,2017-06-03
83113,0,214,2017,May,22,28,2.0,4.0,2.0,0.0,0,SC       ,CHE,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,115.8,0,0,Check-Out,2017-06-03
83114,0,70,2017,May,22,31,0.0,3.0,2.0,0.0,0,SC       ,CHE,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,132.0,0,2,Check-Out,2017-06-03
83115,0,38,2017,June,22,2,0.0,1.0,2.0,0.0,0,SC       ,ESP,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,140.0,0,1,Check-Out,2017-06-03
83116,0,155,2017,June,22,1,0.0,3.0,2.0,0.0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,138.0,0,1,Check-Out,2017-06-04
83117,0,170,2017,June,22,1,0.0,3.0,2.0,0.0,0,HB       ,ARG,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          7,       NULL,0,Transient,144.37,0,0,Check-Out,2017-06-04
83118,0,176,2017,June,22,1,0.0,3.0,2.0,0.0,0,SC       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,120.0,0,1,Check-Out,2017-06-04
83119,0,98,2017,May,22,31,0.0,4.0,3.0,0.0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,        159,       NULL,0,Transient,169.98,0,0,Check-Out,2017-06-04
83120,0,118,2017,May,22,31,0.0,4.0,2.0,0.0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,85.59,0,0,Check-Out,2017-06-04
83121,0,118,2017,May,22,29,1.0,5.0,2.0,0.0,0,BB       ,LTU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,145.67,0,2,Check-Out,2017-06-04
83122,0,0,2017,June,22,3,0.0,1.0,1.0,0.0,0,BB       ,USA,Direct,Direct,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,130.0,0,0,Check-Out,2017-06-04
83123,0,132,2017,May,22,29,1.0,5.0,2.0,2.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,F               ,F               ,1,No Deposit     ,          9,       NULL,0,Transient,213.0,0,2,Check-Out,2017-06-04
83124,0,1,2017,June,22,2,0.0,2.0,1.0,0.0,0,BB       ,GBR,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,       NULL,0,Transient,144.0,0,0,Check-Out,2017-06-04
83125,0,2,2017,May,22,31,0.0,4.0,2.0,1.0,0,BB       ,IRL,Direct,Direct,0,0,0,D               ,D               ,1,No Deposit     ,         14,       NULL,0,Transient,187.0,0,4,Check-Out,2017-06-04
83126,0,144,2017,June,22,1,0.0,3.0,2.0,0.0,0,BB       ,IRL,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient-Party,120.0,0,2,Check-Out,2017-06-04
83127,0,127,2017,June,22,2,0.0,2.0,2.0,0.0,0,SC       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,126.0,0,0,Check-Out,2017-06-04
83129,0,107,2017,June,22,1,0.0,3.0,2.0,0.0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         28,       NULL,0,Contract,80.0,0,0,Check-Out,2017-06-04
83130,0,203,2017,May,22,31,0.0,4.0,2.0,0.0,0,BB       ,NLD,Online TA,TA/TO,0,0,0,A               ,B               ,0,No Deposit     ,          7,       NULL,0,Transient,91.51,0,3,Check-Out,2017-06-04
83131,0,203,2017,May,22,31,0.0,4.0,2.0,0.0,1,BB       ,NLD,Online TA,TA/TO,0,0,0,A               ,B               ,2,No Deposit     ,          7,       NULL,0,Transient,91.51,0,3,Check-Out,2017-06-04
83132,0,171,2017,June,22,2,0.0,2.0,2.0,0.0,0,BB       ,DEU,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,126.0,0,0,Check-Out,2017-06-04
83133,0,0,2017,June,22,3,0.0,1.0,2.0,0.0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,170.0,0,1,Check-Out,2017-06-04
83134,0,135,2017,June,22,1,0.0,3.0,2.0,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,         28,       NULL,0,Transient,85.0,0,0,Check-Out,2017-06-04
83135,0,213,2017,June,22,1,0.0,3.0,2.0,0.0,0,SC       ,ITA,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,          9,       NULL,0,Transient,107.1,0,1,Check-Out,2017-06-04
83136,0,228,2017,June,22,2,0.0,2.0,2.0,0.0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,          7,       NULL,0,Transient,91.51,0,1,Check-Out,2017-06-04
83137,0,115,2017,June,22,2,0.0,2.0,2.0,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,1,No Deposit     ,         28,       NULL,0,Contract,80.0,0,0,Check-Out,2017-06-04
83138,0,135,2017,June,22,1,0.0,3.0,2.0,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         28,       NULL,0,Transient,85.0,0,0,Check-Out,2017-06-04
83139,0,135,2017,June,22,1,0.0,3.0,2.0,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,         28,       NULL,0,Transient,85.0,0,0,Check-Out,2017-06-04
83140,0,228,2017,June,22,2,0.0,2.0,2.0,0.0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,          7,       NULL,0,Transient,91.51,0,1,Check-Out,2017-06-04
83141,0,130,2017,June,22,1,0.0,3.0,2.0,0.0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,147.0,0,0,Check-Out,2017-06-04
83142,0,130,2017,June,22,1,0.0,3.0,2.0,0.0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,147.0,0,0,Check-Out,2017-06-04
83143,0,135,2017,June,22,1,0.0,3.0,2.0,0.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         28,       NULL,0,Transient,85.0,0,0,Check-Out,2017-06-04
83144,0,107,2017,June,22,1,0.0,3.0,2.0,1.0,0,BB       ,ISR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,156.0,0,3,Check-Out,2017-06-04
83145,0,154,2017,May,22,31,0.0,4.0,2.0,0.0,0,BB       ,NLD,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient-Party,135.0,0,1,Check-Out,2017-06-04
83146,0,154,2017,May,22,31,0.0,4.0,2.0,0.0,0,BB       ,NLD,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient-Party,135.0,0,1,Check-Out,2017-06-04
83147,0,20,2017,June,22,1,0.0,3.0,2.0,2.0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,          9,       NULL,0,Transient,243.33,0,1,Check-Out,2017-06-04
83148,0,0,2017,June,22,3,0.0,1.0,2.0,0.0,0,SC       ,USA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        152,       NULL,0,Transient,106.28,0,0,Check-Out,2017-06-04
83149,0,25,2017,June,22,2,0.0,2.0,2.0,0.0,1,BB       ,ITA,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,         14,       NULL,0,Transient,213.0,0,2,Check-Out,2017-06-04
83150,0,181,2017,June,22,2,0.0,2.0,2.0,0.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,153.0,0,2,Check-Out,2017-06-04
83151,0,0,2017,June,22,3,0.0,1.0,1.0,0.0,0,BB       ,TUR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient-Party,170.0,0,0,Check-Out,2017-06-04
83152,0,0,2017,June,22,3,0.0,1.0,1.0,0.0,0,BB       ,TUR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient-Party,170.0,0,0,Check-Out,2017-06-04
83153,0,17,2017,June,22,2,0.0,2.0,3.0,0.0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,210.0,0,1,Check-Out,2017-06-04
83154,0,21,2017,June,22,3,0.0,1.0,2.0,0.0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,          9,       NULL,0,Transient,209.0,0,2,Check-Out,2017-06-04
83155,0,4,2017,June,22,2,0.0,2.0,2.0,1.0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        141,       NULL,0,Transient,144.0,0,3,Check-Out,2017-06-04
83156,0,144,2017,June,22,1,0.0,3.0,3.0,0.0,0,SC       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,2,No Deposit     ,         42,       NULL,0,Transient,135.6,0,1,Check-Out,2017-06-04
83157,0,138,2017,May,22,28,2.0,5.0,2.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,137.71,0,1,Check-Out,2017-06-04
83158,0,240,2017,June,22,3,0.0,1.0,2.0,0.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,147.6,1,1,Check-Out,2017-06-04
83159,0,123,2017,May,22,31,0.0,4.0,2.0,0.0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,146.5,0,1,Check-Out,2017-06-04
83160,0,16,2017,June,22,1,0.0,3.0,2.0,0.0,0,BB       ,ITA,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,         14,       NULL,0,Transient,143.33,0,0,Check-Out,2017-06-04
83161,0,141,2017,June,22,2,0.0,2.0,3.0,0.0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,190.8,0,1,Check-Out,2017-06-04
83162,0,409,2017,May,22,31,0.0,4.0,2.0,0.0,0,BB       ,AUS,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,        229,       NULL,0,Transient-Party,107.0,0,1,Check-Out,2017-06-04
83163,0,18,2017,June,22,3,0.0,1.0,2.0,0.0,0,BB       ,ISR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,         85,       NULL,0,Transient,99.0,0,0,Check-Out,2017-06-04
83164,0,25,2017,June,22,3,0.0,1.0,2.0,0.0,0,SC       ,USA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,140.0,0,0,Check-Out,2017-06-04
83165,0,108,2017,June,22,2,0.0,2.0,2.0,0.0,0,BB       ,FRA,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,126.0,0,1,Check-Out,2017-06-04
83166,0,108,2017,June,22,2,0.0,2.0,2.0,0.0,0,BB       ,GBR,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,126.0,0,1,Check-Out,2017-06-04
83167,0,144,2017,June,22,1,0.0,3.0,2.0,0.0,0,BB       ,IRL,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,         14,       NULL,0,Transient,116.67,0,1,Check-Out,2017-06-04
83168,0,8,2017,June,22,2,0.0,2.0,2.0,0.0,0,SC       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,        354,       NULL,0,Transient,131.2,0,0,Check-Out,2017-06-04
83169,0,141,2017,May,22,28,2.0,5.0,2.0,0.0,0,SC       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          7,       NULL,0,Transient,82.76,0,1,Check-Out,2017-06-04
83170,0,118,2017,June,22,1,0.0,3.0,3.0,0.0,0,HB       ,CHE,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,          9,       NULL,0,Transient,208.2,0,2,Check-Out,2017-06-04
83171,0,108,2017,June,22,2,0.0,2.0,2.0,0.0,0,BB       ,FRA,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,126.0,0,1,Check-Out,2017-06-04
83172,0,120,2017,June,22,3,0.0,1.0,2.0,0.0,0,SC       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,          9,       NULL,0,Transient,126.0,0,2,Check-Out,2017-06-04
83173,0,21,2017,June,22,1,0.0,3.0,2.0,0.0,0,BB       ,ESP,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,         14,       NULL,0,Transient,143.33,0,0,Check-Out,2017-06-04
83174,0,227,2017,June,22,1,0.0,3.0,3.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,157.5,0,2,Check-Out,2017-06-04
83175,0,108,2017,June,22,2,0.0,2.0,2.0,0.0,0,BB       ,ESP,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,126.0,0,1,Check-Out,2017-06-04
83176,0,227,2017,June,22,1,0.0,3.0,3.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,157.5,0,2,Check-Out,2017-06-04
83177,0,227,2017,June,22,1,0.0,3.0,3.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,157.5,0,2,Check-Out,2017-06-04
83178,0,108,2017,June,22,2,0.0,2.0,2.0,0.0,0,BB       ,ESP,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,126.0,0,1,Check-Out,2017-06-04
83179,0,227,2017,June,22,1,0.0,3.0,3.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,157.5,0,2,Check-Out,2017-06-04
83180,0,240,2017,June,22,3,0.0,1.0,3.0,0.0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,157.5,0,1,Check-Out,2017-06-04
83181,0,227,2017,June,22,1,0.0,3.0,3.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,157.5,0,2,Check-Out,2017-06-04
83182,0,227,2017,June,22,1,0.0,3.0,3.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,157.5,0,2,Check-Out,2017-06-04
83183,0,227,2017,June,22,1,0.0,3.0,2.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,157.5,0,1,Check-Out,2017-06-04
83184,0,227,2017,June,22,1,0.0,3.0,3.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,157.5,0,2,Check-Out,2017-06-04
83185,0,227,2017,June,22,1,0.0,3.0,3.0,0.0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,          9,       NULL,0,Transient,157.5,0,1,Check-Out,2017-06-04
83188,0,144,2017,June,22,1,0.0,3.0,3.0,0.0,0,BB       ,IRL,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,         14,       NULL,0,Transient-Party,168.55,0,2,Check-Out,2017-06-04
83189,0,144,2017,June,22,1,0.0,3.0,3.0,0.0,0,BB       ,IRL,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,         14,       NULL,0,Transient-Party,168.55,0,2,Check-Out,2017-06-04
